,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,restricted_access,status_code,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,distance,distance_km,ev_network_ids,federal_agency
524,public,24 hours daily,,,2024-04-09,,ELEC,Public,228330,,2018-03-07,,,E,,Walgreens,877-455-3833,2024-04-09T00:43:23Z,GPS,40.656459,-73.977527,Brooklyn,US,,,NY,589 Prospect Ave,11215,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,eVgo Network,https://www.evgo.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.91177,6.29538,"{'station': ['423'], 'posts': ['877']}",
525,public,,,,2022-10-06,,ELEC,Public,114778,,2017-04-17,P,,E,HOTEL,Propark The Beacon - Tesla Destination,201-433-0430  877-798-3752,2023-01-18T15:15:20Z,200-9,40.722203,-74.064287,Jersey City,US,,,NJ,20 Beacon Wy,07304,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.50994,4.03936,{'station': ['504798']},
526,public,24 hours daily,,,2024-04-09,,ELEC,Public,252886,,2023-02-01,,,E,,IKEA USA BROOKLYN 3,888-758-4389,2024-04-09T05:14:33Z,GPS,40.671393,-74.011584,Red Hook,US,,,NY,1 Beard St,11231,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.95587,3.14767,"{'station': ['USCPIL12543911'], 'posts': ['21707411']}",
527,public,24 hours daily,,,2024-04-09,,ELEC,Public,252884,,2023-02-01,,,E,,IKEA USA BROOKLYN 1,888-758-4389,2024-04-09T05:14:33Z,GPS,40.671397,-74.011643,Red Hook,US,,,NY,1 Beard St,11231,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.95361,3.14403,"{'station': ['USCPIL12543881'], 'posts': ['21707371']}",
528,public,24 hours daily,,,2024-04-09,,ELEC,Public,252887,,2023-02-01,,,E,,IKEA USA BROOKLYN 4,888-758-4389,2024-04-09T05:14:39Z,GPS,40.671404,-74.011655,Red Hook,US,,,NY,1 Beard St,11231,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.95284,3.14279,"{'station': ['USCPIL12544411'], 'posts': ['22015561']}",
529,public,24 hours daily,,,2024-04-09,,ELEC,Public,252885,,2023-02-01,,,E,,IKEA USA BROOKLYN 2,888-758-4389,2024-04-09T05:14:33Z,GPS,40.671379,-74.011649,Red Hook,US,,,NY,1 Beard St,11231,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.95434,3.14521,"{'station': ['USCPIL12543901'], 'posts': ['21707401']}",
530,public,24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-12-13,,ELEC,Public - Credit card at all times,320169,LD,2023-11-16,P,False,E,PARKING_LOT,Liberty Science Center,201-200-1000,2024-01-31T22:07:01Z,GPS,40.7076871214207,-74.0555674462554,Jersey City,US,,,NJ,222 Jersey City Blvd,07305,,,,,,,,,,,,['J1772'],,,12.0,Non-Networked,,,Free; $7 daily parking,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,1.45375,2.33958,,
531,public,24 hours daily,,,2024-04-09,,ELEC,Public,262535,,2023-06-10,,,E,,HUDSON COUNTY LP LOT A ST1,888-758-4389,2024-04-09T06:05:57Z,GPS,40.7294,-74.08564,Jersey City,US,,,NJ,350 Duncan Ave,07306,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.62338,5.83126,"{'station': ['USCPIL13773151'], 'posts': ['24790371', '24790381']}",
532,public,Mon 8:00am - 8:00pm; Tue 8:00am - 8:00pm; Wed 8:00am - 8:00pm; Thu 8:00am - 8:00pm; Fri 8:00am - 8:00pm; Sat 8:00am - 8:00pm; Sun 8:00am - 8:00pm,,,2024-04-09,,ELEC,Public,236344,,2022-11-19,,,E,,HUDSON COUNTY SKYWAY GC PS1,888-758-4389,2024-04-09T05:14:47Z,GPS,40.733324,-74.091869,Jersey City,US,,,NJ,515 Duncan Ave,07306,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.04296,6.50651,"{'station': ['USCPIL12550401'], 'posts': ['22597741', '22597751']}",
533,public,24 hours daily,,,2024-04-09,,ELEC,Public,195738,,2021-09-09,,,E,,JERSEYCITY BERRYLANEPARKL2,888-758-4389,2024-04-09T04:53:09Z,GPS,40.713074,-74.06836,Jersey City,US,,,NJ,1017 Garfield Ave,07304,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.17673,3.50311,"{'station': ['USCPIL9529831'], 'posts': ['16885241', '16885251']}",
534,public,24 hours daily,,,2024-04-09,,ELEC,Public,122592,,2019-05-03,,,E,,INDUSTRY CITY LOT B WEST,888-758-4389,2024-04-09T03:22:19Z,GPS,40.659333,-74.006419,Brooklyn,US,,,NY,533 2nd Ave,11232,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.76168,4.44449,"{'station': ['USCPIL782771'], 'posts': ['1039511', '1039521']}",
535,public,24 hours daily,,,2024-04-09,,ELEC,Public,217354,,2022-05-12,,,E,,INDUSTRY CITY LOT B EAST,888-758-4389,2024-04-09T03:22:19Z,GPS,40.659338,-74.006454,Brooklyn,US,,,NY,533 2nd Ave,11232,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.76021,4.44213,"{'station': ['USCPIL782751'], 'posts': ['21968941', '21968951']}",
536,public,24 hours daily,,,2024-04-09,,ELEC,Public,199508,,2021-10-30,,,E,,831 3rd Ave,888-356-8911,2024-04-09T11:14:34Z,GPS,40.656766,-74.004802,Brooklyn,US,,,NY,831 3rd Ave,11232,,,,,,,,,,,,['J1772'],,,6.0,FLO,https://flo.ca/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.95114,4.7494,"{'station': ['9be8a0ea-8d3c-46c7-a026-48b5cdb79f42'], 'posts': ['11855665-550b-46f9-9e8b-5b2968d4f6ca', '2e4579ad-bf7c-4da1-bcc6-75597a659602', '474d61cf-75b7-4f9c-9fb2-50bbce230d4e', '6b7e3f5c-82c5-45f5-b4e2-54185f289500', 'd67f0e6f-99da-4203-af0d-fc455c2b1572', 'da6a4da7-faf1-416d-940a-d85df170c787']}",
537,public,24 hours daily,,,2024-04-09,,ELEC,Public,311701,,2023-08-31,,,E,,Beitel Group,888-998-2546,2024-04-09T01:36:55Z,GPS,40.6449449,-73.9914684,Brooklyn,US,,,NY,1021 38th Street,11219,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.02759,6.48178,"{'station': ['019a137d-d45b-4fee-a418-36375295b8b4'], 'posts': ['99426aa6-21c9-4b62-ac91-5fe092f6f30b', 'fb7337d8-c48f-492a-85d5-69bf3008120e']}",
538,public,24 hours daily,,,2024-04-09,,ELEC,Public,227845,,2022-09-20,,,E,,HUDSON COUNTY LINCOLN PARK 1,888-758-4389,2024-04-09T04:54:45Z,GPS,40.722775,-74.08558,Jersey City,US,,,NJ,31 Nunda Ave,07304,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.27718,5.27411,"{'station': ['USCPIL9758701'], 'posts': ['22392231', '22392241']}",
539,public,24 hours daily,,,2024-04-09,,ELEC,Public,155320,,2020-04-11,,,E,,JERSEYCITY ANNEX KEARNEY,888-758-4389,2024-04-09T03:57:25Z,GPS,40.710438,-74.07823,Jersey City,US,,,NJ,1 Jackson Square,07305,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.3817,3.83297,"{'station': ['USCPIL2125311'], 'posts': ['2536331', '2536341']}",
540,public,24 hours daily,,,2024-04-09,,ELEC,Public,202164,,2021-12-08,,,E,,484 43rd St,888-356-8911,2024-04-09T11:14:20Z,GPS,40.649116,-74.006479,Brooklyn,US,,,NY,484 43rd St,11232,,,,,,,,,,,,['J1772'],,,2.0,FLO,https://flo.ca/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.29073,5.29592,"{'station': ['2d8b5f08-7c1e-4448-8b00-3c65ce56fa33'], 'posts': ['6a622887-9fb5-4c4e-8c01-4c31b07c1224', 'b830cd7c-19d8-4ced-a894-4e833f1ed795']}",
541,public,24 hours daily,,,2024-04-09,,ELEC,Public,206913,,2022-02-23,,,E,,BORO PARK BORO CHARGE 10,888-758-4389,2024-04-09T05:12:37Z,GPS,40.638531,-73.99858,Borough Park,US,,,NY,4915 10th Ave,11219,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.11468,6.62194,"{'station': ['USCPIL12487081'], 'posts': ['21621321', '21621331']}",
542,public,24 hours daily,,,2024-04-09,,ELEC,Public,206918,,2022-02-23,,,E,,BORO PARK BORO CHARGE 2,888-758-4389,2024-04-09T05:12:41Z,GPS,40.638594,-73.998676,Borough Park,US,,,NY,4915 10th Ave,11219,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.10808,6.61131,"{'station': ['USCPIL12487161'], 'posts': ['21621481', '21621491']}",
543,public,24 hours daily,,,2024-04-09,,ELEC,Public,206908,,2022-02-23,,,E,,BORO PARK BORO CHARGE 1,888-758-4389,2024-04-09T05:12:35Z,GPS,40.638583,-73.998687,Borough Park,US,,,NY,4915 10th Ave,11219,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.10827,6.61162,"{'station': ['USCPIL12486951'], 'posts': ['21621131', '21621141']}",
544,public,24 hours daily,,,2024-04-09,,ELEC,Public,206917,,2022-02-23,,,E,,BORO PARK BORO CHARGE 3,888-758-4389,2024-04-09T05:12:39Z,GPS,40.63851,-73.998605,Borough Park,US,,,NY,4915 10th Ave,11219,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.1149,6.62229,"{'station': ['USCPIL12487151'], 'posts': ['21621461', '21621471']}",
545,public,24 hours daily,,,2024-04-09,,ELEC,Public,206916,,2022-02-23,,,E,,BORO PARK BORO CHARGE 6,888-758-4389,2024-04-09T05:12:37Z,GPS,40.638581,-73.998691,Borough Park,US,,,NY,4915 10th Ave,11219,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.10823,6.61156,"{'station': ['USCPIL12487141'], 'posts': ['22098531', '22098541']}",
546,public,24 hours daily,,,2024-04-09,,ELEC,Public,206915,,2022-02-23,,,E,,BORO PARK BORO CHARGE 8,888-758-4389,2024-04-09T05:12:37Z,GPS,40.638536,-73.99864,Borough Park,US,,,NY,4915 10th Ave,11219,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.11234,6.61817,"{'station': ['USCPIL12487121'], 'posts': ['21621401', '21621411']}",
547,public,24 hours daily,,,2024-04-09,,ELEC,Public,220319,,2022-05-28,,,E,,BORO PARK BORO CHARGE 7,888-758-4389,2024-04-09T05:12:55Z,GPS,40.638545,-73.998658,Borough Park,US,,,NY,4915 10th Ave,11219,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.11125,6.61642,"{'station': ['USCPIL12495701'], 'posts': ['22098431', '22098441']}",
548,public,24 hours daily,,,2024-04-09,,ELEC,Public,206912,,2022-02-23,,,E,,BORO PARK BORO CHARGE 5,888-758-4389,2024-04-09T05:12:37Z,GPS,40.63855,-73.998668,Borough Park,US,,,NY,4915 10th Ave,11219,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.11064,6.61543,"{'station': ['USCPIL12487071'], 'posts': ['21621301', '21621311']}",
549,public,24 hours daily,,,2024-04-09,,ELEC,Public,206914,,2022-02-23,,,E,,BORO PARK BORO CHARGE 9,888-758-4389,2024-04-09T05:12:37Z,GPS,40.638557,-73.998678,Borough Park,US,,,NY,4915 10th Ave,11219,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.10993,6.61429,"{'station': ['USCPIL12487091'], 'posts': ['21621341', '21621351']}",
550,public,24 hours daily,,,2024-04-09,,ELEC,Public,206911,,2022-02-23,,,E,,BORO PARK BORO CHARGE 4,888-758-4389,2024-04-09T05:12:37Z,GPS,40.638561,-73.998686,Borough Park,US,,,NY,4915 10th Ave,11219,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.10945,6.61352,"{'station': ['USCPIL12487061'], 'posts': ['21621281', '21621291']}",
551,public,24 hours daily,,,2024-04-09,,ELEC,Public,326907,,2024-01-28,,,E,,HUDSON TOYOTA OUTSIDE N SIDE,888-758-4389,2024-04-09T05:38:23Z,GPS,40.717967,-74.09598,Jersey City,US,,,NJ,617 NJ-440,07305,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.38775,5.45206,"{'station': ['USCPIL13145221'], 'posts': ['23859331']}",
552,private,"Faculty, staff, and student use only",,,2023-01-10,,ELEC,Private,150439,LD,2019-12-12,P,,E,COLLEGE_CAMPUS,New Jersey City University,,2023-02-14T15:54:11Z,200-9,40.710309,-74.086912,Jersey City,US,,,NJ,2039 Kennedy Blvd,07305,,,,,,,,,,,,['J1772'],,,5.0,Non-Networked,,,,,True,,,,,,,,,,,,,,,,,,,,,Privé,,2.6758,4.30628,,
553,public,24 hours daily,,,2024-04-09,,ELEC,Public,326906,,2024-01-28,,,E,,HUDSON TOYOTA IN SHOP N SIDE,888-758-4389,2024-04-09T05:32:11Z,GPS,40.717912,-74.096051,Jersey City,US,,,NJ,617 NJ-440,07305,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.38735,5.45141,"{'station': ['USCPIL13026191'], 'posts': ['22328001']}",
554,public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,2024-04-09,,ELEC,Public,238874,,2022-12-29,,,E,,HUDSON TOYOTA CPE250 #1,888-758-4389,2024-04-09T05:37:43Z,GPS,40.717502,-74.096062,Jersey City,US,,,NJ,617 NJ-440,07305,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.36643,5.41774,"{'station': ['USCPIL13132891'], 'posts': ['22454201']}",
555,public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,2024-04-09,,ELEC,Public,238873,,2022-12-29,,,E,,HUDSON TOYOTA CPE250 #2,888-758-4389,2024-04-09T05:37:42Z,GPS,40.717452,-74.096006,Jersey City,US,,,NJ,617 NJ-440,07305,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.3619,5.41045,"{'station': ['USCPIL13132851'], 'posts': ['22454161']}",
556,public,Dealership business hours,CALL,,2024-02-12,,ELEC,Public - Call ahead,49905,,2012-10-25,P,False,E,CAR_DEALER,Hudson Nissan,201-435-2003,2024-02-12T15:25:05Z,GPS,40.71696,-74.09634,Jersey City,US,,,NJ,585 State Route 440,07304,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,3.34792,5.38795,,
557,private,,,,2024-02-12,,ELEC,Private,49906,,2012-10-25,P,,E,CAR_DEALER,Hudson Nissan,201-435-2003,2024-02-12T15:25:05Z,GPS,40.71696,-74.09634,Jersey City,US,,,NJ,585 State Route 440,07304,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,3.34792,5.38795,,
558,public,24 hours daily,,A D Debit M V,2024-02-12,,ELEC,Public,325953,,2024-01-08,P,False,E,PARKING_LOT,SWTCH Energy Inc.,844-798-2438,2024-02-12T21:24:44Z,GPS,40.7243,-74.1095,Kearny,US,,,NJ,78 John Miller Way,07032,,,,,,,,,,,,['J1772'],,,6.0,SWTCH,https://swtchenergy.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.1851,6.73527,,
559,public,24 hours daily,,,2024-04-09,,ELEC,Public,181334,,2021-01-27,,,E,,JERSEYCITY FULTON AVE LOT1,888-758-4389,2024-04-09T04:17:17Z,GPS,40.704715,-74.087128,Jersey City,US,,,NJ,207 Fulton Ave,07305,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.39271,3.85069,"{'station': ['USCPIL5450971'], 'posts': ['9163961', '9163971']}",
560,public,24 hours daily,,,2024-04-09,,ELEC,Public,166984,,2020-09-22,,,E,,JERSEYCITY FULTON AVE LOT2,888-758-4389,2024-04-09T04:17:17Z,GPS,40.704683,-74.087169,Jersey City,US,,,NJ,207 Fulton Ave,07305,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.39247,3.85031,"{'station': ['USCPIL5450991'], 'posts': ['9059831', '9059841']}",
561,public,24 hours daily,,,2024-04-09,,ELEC,Public,258963,,2023-04-11,,,E,,JERSEYCITY KELLOGG PUB 1,888-758-4389,2024-04-09T05:58:17Z,GPS,40.711684,-74.102232,Jersey City,US,,,NJ,60 Kellogg st,07305,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.27806,5.27553,"{'station': ['USCPIL13594981'], 'posts': ['22979601', '22979611']}",
562,public,24 hours daily,,,2024-04-09,,ELEC,Public,258962,,2023-04-11,,,E,,JERSEYCITY KELLOGG PUB 2,888-758-4389,2024-04-09T05:58:17Z,GPS,40.711569,-74.102108,Jersey City,US,,,NJ,60 Kellogg Street,07305,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.26779,5.259,"{'station': ['USCPIL13594541'], 'posts': ['22979031', '22979041']}",
563,public,24 hours daily,,,2024-04-09,,ELEC,Public,220960,,2022-06-08,,,E,,BRT STATION 1,888-758-4389,2024-04-09T05:22:14Z,GPS,40.63557,-74.01628,Sunset Park,US,,,NY,6401 6th Ave,11220,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.65529,5.88262,"{'station': ['USCPIL12798781'], 'posts': ['22066121', '22066131']}",
564,private,,,,2024-02-12,,ELEC,Private,44328,,2011-11-30,P,,E,CAR_DEALER,Bay Ridge Nissan,718-238-8000,2024-02-12T15:25:05Z,200-9,40.636324,-74.019228,Brooklyn,US,,,NY,6501 5th Ave,11220,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,3.51393,5.65512,,
565,public,,,,2024-04-09,,ELEC,Public,65288,,2015-06-01,,,E,,Bay Ridge Municipal Parking Garage,866-816-7584,2024-04-09T09:07:25Z,GPS,40.621698,-74.02567,Brooklyn,US,,,NY,8501 5th Ave,11209,,,,,,,,,,,,['J1772'],,,5.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.05087,6.51924,"{'station': ['a941d142-72be-4601-adce-86e3c7581781'], 'posts': ['63340367769d34776391ea6f', '63340367769d34776391ed09', '641c91e306e494512c9175b2', '641c9308079a69157fcf2745', '641c95a6f8aeaa75217f89ef']}",
566,public,24 hours daily,,,2024-04-09,,ELEC,Public,221556,,2022-06-21,,,E,,HCBR STATION 1,888-758-4389,2024-04-09T05:19:43Z,GPS,40.619335,-74.029466,Brooklyn,US,,,NY,9013 4th Ave,11209,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.04209,6.50511,"{'station': ['USCPIL12742341'], 'posts': ['22001941']}",
567,public,24 hours daily,,,2024-04-09,,ELEC,Public,257758,,2022-08-01,,,E,,Superior Realty Group,888-998-2546,2024-04-09T01:08:11Z,GPS,40.61517985216326,-74.0319846196921,Brooklyn,US,,,NY,9602 4th Avenue,11209,,,,,,,,,,,,['J1772'],,,4.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.17073,6.71214,"{'station': ['baec21b0-cf36-4b80-86fc-9c682d5c6110'], 'posts': ['13645f07-81fc-4b06-80c5-29f0d7cdf885', '1b135052-dd5d-4a2b-85b2-a013ba5dd72a', '4aedb678-a184-48eb-8258-8b9105e3d342', '77927c14-f5f8-4ba7-9da3-618a3a76dbd0']}",
568,public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2024-04-09,2024-04-09,ELEC,TEMPORARILY UNAVAILABLE (Public),253562,,2023-02-08,,,T,,Empire Outlets Garage,888-264-2208,2024-04-09T09:49:42Z,GPS,40.644065,-74.075153,Staten Island,US,,,NY,35B Richmond Terrace,10301,,,,,,,,,,,,['J1772'],,,5.0,Volta,https://voltacharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,1.17299,1.88774,"{'station': ['71b3353b-21b3-4c46-845a-42d3c67a923f'], 'posts': ['1af27264-110a-46cf-bfb5-552381955e5e', '9a9e8311-073c-458a-b303-7ef89df57e4c', '9c1cc2d1-eb2e-4cd8-a787-e509a74a9bf0', '9c953cdf-a948-4dea-84a8-91fad77eec01', 'a088b296-1a76-400b-91b6-479cfcd7e3d8']}",
569,public,24 hours daily,,,2024-04-09,,ELEC,Public,322523,,2023-12-12,,,E,,POLESTAR AUTO DC FAST 02,888-758-4389,2024-04-09T06:36:54Z,GPS,40.692898,-74.135509,Newark,US,,,NJ,371 Craneway St,07114,,,,,,,,,,,,['J1772COMBO'],1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.45607,5.56201,"{'station': ['USCPIL14319411'], 'posts': ['23824251']}",
570,public,,,,2024-04-09,,ELEC,Public,65296,,2016-08-08,,,E,,St. George Courthouse,866-816-7584,2024-04-09T09:07:59Z,GPS,40.639469,-74.076912,Staten Island,US,,,NY,54 Central Ave,10301,,,,,,,,,,,,['J1772'],,,3.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.35076,2.17384,"{'station': ['83f84c05-4f5b-4879-8816-4564440bc034'], 'posts': ['63340367769d34776391ecc0', '63340368769d34776391eda4', '64188deef8aeaa75217f605f']}",
571,public,24 hours daily,,,2024-04-09,,ELEC,Public,325273,,2024-01-12,,,E,,EDGE APTS CHARGER 2,888-758-4389,2024-04-09T04:57:03Z,GPS,40.662281,-74.112756,Bayonne,US,,,NJ,170 Avenue F,07002,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.0772,1.73359,"{'station': ['USCPIL10093821'], 'posts': ['17972441', '17972451']}",
572,public,24 hours daily,,,2024-04-09,,ELEC,Public,325272,,2024-01-12,,,E,,EDGE APTS CHARGER 1,888-758-4389,2024-04-09T04:57:02Z,GPS,40.661877,-74.112359,Bayonne,US,,,NJ,170 Avenue F,07002,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.04245,1.67766,"{'station': ['USCPIL10093291'], 'posts': ['17971521', '17971531']}",
573,public,24 hours daily,,,2024-04-09,,ELEC,Public,307359,,2023-08-17,,,E,,VNB NB 1,888-758-4389,2024-04-09T06:14:01Z,GPS,40.600894,-74.063265,Staten Island,US,,,NY,1064 Tompkins Ave.,10305,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.82826,6.16099,"{'station': ['USCPIL13980821'], 'posts': ['23437011']}",
574,public,24 hours daily,,,2024-04-09,,ELEC,Public,320345,,2023-11-21,,,E,,MAHER MMR2,888-758-4389,2024-04-09T06:34:03Z,GPS,40.673407,-74.156331,Elizabeth,US,,,NJ,2380 Tripoli Street,07201,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.1664,5.09583,"{'station': ['USCPIL14259051'], 'posts': ['23754851', '23754861']}",
